"key","name","entity_type","cui","count"
"C3816449","Forty","VOLUME","C3816449","3"
"C3816500","Pediatric cardiology clinic","NONBIOLOGICAL_LOCATION","C3816500","3"
"C3816504","Pediatric oncology clinic","NONBIOLOGICAL_LOCATION","C3816504","1"
"C3816723","Fifty","DOSAGE","C3816723","2"
"C3816724","Sixty","VOLUME","C3816724","2"
"C3816747","500","VOLUME","C3816747","6"
"C3816958","Eighty","LAB_VALUE","C3816958","3"
"C3827806","Tortuous colon","SIGN_SYMPTOM","C3827806","3"
"C3828193","September","DATE","C3828193","10"
"C3828732","October","DATE","C3828732","3"
"C3828767","November","DATE","C3828767","6"
"C3829443","June","DATE","C3829443","1"
"C3829466","January","DATE","C3829466","11"
"C3829578","Hypoechoic Focus","TEXTURE","C3829578","26"
"C3829581","Hyperechoic Focus","SIGN_SYMPTOM","C3829581","1"
"C3830166","February","DATE","C3830166","5"
"C3830314","Enhancing Lesion","SIGN_SYMPTOM","C3830314","1"
"C3830344","ECOG Performance Status 2","LAB_VALUE","C3830344","1"
"C3830345","ECOG Performance Status 1","LAB_VALUE","C3830345","1"
"C3830346","ECOG Performance Status 0","LAB_VALUE","C3830346","1"
"C3830550","December","DATE","C3830550","8"
"C3831117","Child-Pugh Class A","SEVERITY","C3831117","1"
"C3831270","Breast Fibroglandular Tissue","BIOLOGICAL_STRUCTURE","C3831270","4"
"C3831321","Bone Marrow Collection","NONBIOLOGICAL_LOCATION","C3831321","1"
"C3831330","Blood Product Collection","NONBIOLOGICAL_LOCATION","C3831330","1"
"C3831448","August","DATE","C3831448","1"
"C3834491","Gastroenterology clinic","NONBIOLOGICAL_LOCATION","C3834491","6"
"C3838700","Orthopedic clinic","NONBIOLOGICAL_LOCATION","C3838700","1"
"C3838745","Audiology clinic","NONBIOLOGICAL_LOCATION","C3838745","1"
"C3838844","Ophthalmology clinic","NONBIOLOGICAL_LOCATION","C3838844","4"
"C3838887","Internal medicine clinic","NONBIOLOGICAL_LOCATION","C3838887","1"
"C3839015","Oncology clinic","NONBIOLOGICAL_LOCATION","C3839015","3"
"C3839053","Osteoporosis clinic","NONBIOLOGICAL_LOCATION","C3839053","1"
"C3839291","Hematology clinic","NONBIOLOGICAL_LOCATION","C3839291","2"
"C3839295","Neurosurgery clinic","NONBIOLOGICAL_LOCATION","C3839295","1"
"C3839419","Immunology clinic","NONBIOLOGICAL_LOCATION","C3839419","1"
"C3839447","Speech and language therapy clinic","NONBIOLOGICAL_LOCATION","C3839447","1"
"C3839674","Gynecology clinic","NONBIOLOGICAL_LOCATION","C3839674","2"
"C3839701","Pediatric clinic","NONBIOLOGICAL_LOCATION","C3839701","1"
"C3839785","Rehabilitation clinic","NONBIOLOGICAL_LOCATION","C3839785","2"
"C3839912","Mental health clinic","NONBIOLOGICAL_LOCATION","C3839912","6"
"C3840001","Genetics clinic","NONBIOLOGICAL_LOCATION","C3840001","1"
"C3840245","Obstetrics and gynecology clinic","NONBIOLOGICAL_LOCATION","C3840245","2"
"C3840262","General surgery clinic","NONBIOLOGICAL_LOCATION","C3840262","4"
"C3840745","Hospital emergency department","NONBIOLOGICAL_LOCATION","C3840745","1"
"C3840882","5 mm","QUANTITATIVE_CONCEPT","C3840882","4"
"C3842085","7 mm","DISTANCE","C3842085","4"
"C3842086","6 mm","DISTANCE","C3842086","3"
"C3842087","4 mm","QUANTITATIVE_CONCEPT","C3842087","5"
"C3842088","3 mm","DISTANCE","C3842088","5"
"C3842089","2 mm","DISTANCE","C3842089","4"
"C3842090","1 mm","QUANTITATIVE_CONCEPT","C3842090","2"
"C3842330","Manually","DETAILED_DESCRIPTION","C3842330","1"
"C3842441","Fall from standing height or less","ACTIVITY","C3842441","1"
"C3842584","70%","LAB_VALUE","C3842584","3"
"C3842585","60%","QUANTITATIVE_CONCEPT","C3842585","1"
"C3842588","30%","QUANTITATIVE_CONCEPT","C3842588","1"
"C3842590","10%","QUANTITATIVE_CONCEPT","C3842590","5"
"C3844011","2.5","LAB_VALUE","C3844011","1"
"C3845349","Once a month","FREQUENCY","C3845349","1"
"C3846112","Radiosurgery, Stereotactic","THERAPEUTIC_PROCEDURE","C3846112","2"
"C3853333","Sixty minutes","DURATION","C3853333","2"
"C3854322","Molding device","SIGN_SYMPTOM","C3854322","2"
"C3854325","Janus kinase inhibitor","MEDICATION","C3854325","2"
"C3856877","Photographic Stations, Gel Documentation","DIAGNOSTIC_PROCEDURE","C3856877","2"
"C3869890","Large amount","VOLUME","C3869890","1"
"C3869891","Moderate amount","VOLUME","C3869891","1"
"C3869892","Small amount","VOLUME","C3869892","1"
"C3872102","Saxenda","MEDICATION","C3872102","2"
"C3873181","Every fourteen days","FREQUENCY","C3873181","1"
"C3887644","Inflammatory infiltrate","SIGN_SYMPTOM","C3887644","2"
"C3898008","Palliative Radiation Therapy","THERAPEUTIC_PROCEDURE","C3898008","11"
"C3898100","One Year Ago","DATE","C3898100","2"
"C3899187","Extranodal Extension","SIGN_SYMPTOM","C3899187","1"
"C3901922","Lacera","BIOLOGICAL_STRUCTURE","C3901922","1"
"C4/C5","C4/C5","BIOLOGICAL_STRUCTURE","","1"
"C4024157","Asymmetry of the nares","SIGN_SYMPTOM","C4024157","1"
"C4025301","Cervical C5/C6 vertebrae fusion","BIOLOGICAL_STRUCTURE","C4025301","1"
"C4028821","Laryngeal Tube","THERAPEUTIC_PROCEDURE","C4028821","1"
"C4035198","Health Promotion Clinic","NONBIOLOGICAL_LOCATION","C4035198","1"
"C4036188","7-10 days","DURATION","C4036188","1"
"C4039027","Subxiphoid approach","AREA","C4039027","1"
"C4039781","Chronic non-specific colitis","DISEASE_DISORDER","C4039781","1"
"C4042755","Medical Overuse","ACTIVITY","C4042755","3"
"C4042789","Right-Sided Breast Neoplasms","DISEASE_DISORDER","C4042789","1"
"C4048755","Apply","ADMINISTRATION","C4048755","1"
"C4050469","Borg Category-Ratio 10 Perceived Exertion Score 2","ACTIVITY","C4050469","1"
"C4053942","Testicular Involvement","SIGN_SYMPTOM","C4053942","1"
"C4055638","Significantly low","SEVERITY","C4055638","1"
"C4056537","Tresiba","MEDICATION","C4056537","1"
"C4058811","osimertinib","MEDICATION","C4058811","1"
"C4068744","Reactive to light","DETAILED_DESCRIPTION","C4068744","1"
"C4071832","7 days","DURATION","C4071832","2"
"C4071833","6 months","DURATION","C4071833","2"
"C4071839","14 days","TIME","C4071839","2"
"C4075962","Low dose computed tomography of thorax","DIAGNOSTIC_PROCEDURE","C4075962","2"
"C4082117","One year","DURATION","C4082117","1"
"C4082118","Two weeks","DURATION","C4082118","5"
"C4082706","Temodal","MEDICATION","C4082706","1"
"C4085887","Inspiratory Vital Capacity Test","BIOLOGICAL_STRUCTURE","C4085887","1"
"C4086268","Exacerbation","SIGN_SYMPTOM","C4086268","1"
"C4086564","Mass Effect","SIGN_SYMPTOM","C4086564","1"
"C4227447","Skin retraction","SIGN_SYMPTOM","C4227447","1"
"C4229391","Increased white matter signal","SIGN_SYMPTOM","C4229391","2"
"C4230397","Spindle-shaped finger","SHAPE","C4230397","1"
"C4230512","Intraventricular conduction disturbances","DISEASE_DISORDER","C4230512","2"
"C4245810","Right greater palatine foramen","BIOLOGICAL_STRUCTURE","C4245810","1"
"C4245850","Right nasal cavity","BIOLOGICAL_STRUCTURE","C4245850","1"
"C4247387","Left greater palatine foramen","BIOLOGICAL_STRUCTURE","C4247387","1"
"C4273494","Unexpected difficult airway","DISEASE_DISORDER","C4273494","1"
"C4277672","Sleep Hygiene","ACTIVITY","C4277672","1"
"C4282165","Swollen Lymph Node","SIGN_SYMPTOM","C4282165","15"
"C4284103","Left Ventricular Outflow Tract","BIOLOGICAL_STRUCTURE","C4284103","1"
"C4284144","Zero Activity Time","ACTIVITY","C4284144","1"
"C4284918","Left Atrial Appendage","BIOLOGICAL_STRUCTURE","C4284918","1"
"C4288732","Mitral Valve Regurgitant Jet Area","SIGN_SYMPTOM","C4288732","3"
"C4288760","Metabolic Equivalent of Task Hours","DISEASE_DISORDER","C4288760","1"
"C4289269","Flap Surgical Reconstruction","BIOLOGICAL_STRUCTURE","C4289269","1"
"C4289892","CDKN2A-p16 Positive","LAB_VALUE","C4289892","4"
"C4299034","2 years","DURATION","C4299034","5"
"C4319558","200","QUANTITATIVE_CONCEPT","C4319558","2"
"C4319567","Forty-five","LAB_VALUE","C4319567","1"
"C4321486","One Hundred Fifty","DOSAGE","C4321486","3"
"C4330937","Partial Resection","THERAPEUTIC_PROCEDURE","C4330937","4"
"C4331911","M-Mode Ultrasound Mode","DIAGNOSTIC_PROCEDURE","C4331911","1"
"C4489276","Readmission","CLINICAL_EVENT","C4489276","1"
"C4489427","Peripheral veins","BIOLOGICAL_STRUCTURE","C4489427","1"
"C4489703","Peripheral venous access","THERAPEUTIC_PROCEDURE","C4489703","1"
"C4505134","Smoking, Non-Tobacco Products","ACTIVITY","C4505134","1"
"C4517457","0.4","DISTANCE","C4517457","2"
"C4517483","0.85","LAB_VALUE","C4517483","1"
"C4517491","1.1 (qualifier value)","LAB_VALUE","C4517491","2"
"C4517517","1.9","LAB_VALUE","C4517517","4"
"C4517629","2.2","LAB_VALUE","C4517629","1"
"C4517633","2.6","LAB_VALUE","C4517633","1"
"C4517641","2.9","LAB_VALUE","C4517641","2"
"C4517687","3.2 (number)","LAB_VALUE","C4517687","1"
"C4517688","3.3 (number)","LAB_VALUE","C4517688","1"
"C4517694","3.6","LAB_VALUE","C4517694","1"
"C4517698","3.9","LAB_VALUE","C4517698","2"
"C4517761","4.4","LAB_VALUE","C4517761","2"
"C4517764","4.6","LAB_VALUE","C4517764","3"
"C4517796","5.8","LAB_VALUE","C4517796","2"
"C4517826","6.9","LAB_VALUE","C4517826","1"
"C4524848","Arsenic Trioxide Capsule Formulation ORH 2014","DATE","C4524848","3"
"C4527217","Infiltrative Tumor Margin","DISEASE_DISORDER","C4527217","1"
"C4527249","Full-thickness Skin Biopsy of Nipple and Areola","DIAGNOSTIC_PROCEDURE","C4527249","1"
"C4527310","Gleason Grade Group 2","LAB_VALUE","C4527310","2"
"C4527312","Gleason Grade Group 4","SEVERITY","C4527312","1"
"C4527410","Endocrine Therapy Toxicity","THERAPEUTIC_PROCEDURE","C4527410","1"
"C4527565","Performance of the Upper Limb Module for DMD 2.0 Functional Test","LAB_VALUE","C4527565","1"
"C4528237","Annular Plane Systolic Excursion","DIAGNOSTIC_PROCEDURE","C4528237","1"
"C4531109","Polycyclic","SHAPE","C4531109","3"
"C4533021","Mesenteric vessels","BIOLOGICAL_STRUCTURE","C4533021","1"
"C4551716","Cryotherapy","NONBIOLOGICAL_LOCATION","C4551716","2"
"C4551744","Tazocin","MEDICATION","C4551744","5"
"C4552744","Daily Living","ACTIVITY","C4552744","1"
"C4553624","With meals","FREQUENCY","C4553624","1"
"C4554347","Return of spontaneous circulation:Finding:Point in time:^Patient:Nominal","SIGN_SYMPTOM","C4554347","1"
"C4554477","Handover","CLINICAL_EVENT","C4554477","1"
"C4684527","Supraclavicular Fossa","AREA","C4684527","1"
"C4685003","Blood Inflammatory Marker","SIGN_SYMPTOM","C4685003","6"
"C4687695","Lymphovascular Invasion 1","SIGN_SYMPTOM","C4687695","1"
"C4688327","Intergroup Rhabdomyosarcoma Group III","AREA","C4688327","2"
"C4688621","Intergroup Rhabdomyosarcoma Group IIa","AREA","C4688621","1"
"C4697722","Hyperechoic","DETAILED_DESCRIPTION","C4697722","1"
"C4720860","Hypoechoic nodule","SIGN_SYMPTOM","C4720860","3"
"C4721411","Osteolysis","DISEASE_DISORDER","C4721411","1"
"C4722602","Underlying","DISEASE_DISORDER","C4722602","4"
"C4724080","SERPINB3 wt Allele","DISEASE_DISORDER","C4724080","12"
"C4725957","Oncology Unit","NONBIOLOGICAL_LOCATION","C4725957","5"
"C4726575","Supradiaphragmatic","AREA","C4726575","1"
"C4727792","Gelaspan","MEDICATION","C4727792","1"
"C4744465","Tumor Regression Score 1","DIAGNOSTIC_PROCEDURE","C4744465","1"
"C4744828","T2 (Observed)-Weighted Imaging","DIAGNOSTIC_PROCEDURE","C4744828","5"
"C4758646","Femur - right","BIOLOGICAL_STRUCTURE","C4758646","1"
"C4760630","Fertility Clinics","NONBIOLOGICAL_LOCATION","C4760630","1"
"C4761375","Solid Nodule","SIGN_SYMPTOM","C4761375","1"
"C4763878","Endoscopic Sinus Surgery","THERAPEUTIC_PROCEDURE","C4763878","1"
"C4763936","Musculoskeletal Rehabilitation","NONBIOLOGICAL_LOCATION","C4763936","1"
"C5-C7","C5-C7","BIOLOGICAL_STRUCTURE","","2"
"C5-C7 level","C5-C7 level","BIOLOGICAL_STRUCTURE","","2"
"C5090544","Rotunda","BIOLOGICAL_STRUCTURE","C5090544","1"
"C5139174","Parenchymal consolidation","SIGN_SYMPTOM","C5139174","1"
"C5139666","tebentafusp","MEDICATION","C5139666","1"
"C5142984","7-14 days","DURATION","C5142984","1"
"C5142989","3 times a week","FREQUENCY","C5142989","1"
"C5202852","Continuous Glucose Monitoring System","DIAGNOSTIC_PROCEDURE","C5202852","1"
"C5203670","COVID19 (disease)","DISEASE_DISORDER","C5203670","3"
"C5203676","SARS-CoV-2","OTHER_ENTITY","C5203676","1"
"C5204639","Last Year Seen","DATE","C5204639","1"
"C5204745","Less Than Once a Year","FREQUENCY","C5204745","1"
"C5206915","Neoantigen-HSP70 Peptide Cancer Vaccine AGEN2017","DATE","C5206915","2"
"C5234922","Hemorrhagic Stroke","DISEASE_DISORDER","C5234922","1"
"C5237503","Periventricular","AREA","C5237503","1"
"C5238836","Pathologic Murmur","SIGN_SYMPTOM","C5238836","4"
"C5243901","Symptomatic treatment","THERAPEUTIC_PROCEDURE","C5243901","3"
"C5396190","2.3","LAB_VALUE","C5396190","1"
"C5418765","Vigorous Supportive Therapy","THERAPEUTIC_PROCEDURE","C5418765","1"
"C5419045","Surgical Follow-Up Care","CLINICAL_EVENT","C5419045","3"
"C5419559","Protocol Treatment Arm Molecular Target","THERAPEUTIC_PROCEDURE","C5419559","1"
"C5420073","Peritoneal Implant","DISEASE_DISORDER","C5420073","1"
"C5420404","Maxillofacial Bone","AREA","C5420404","1"
"C5421113","Complete Resection","DISEASE_DISORDER","C5421113","1"
"C5421223","Partial Regression","OUTCOME","C5421223","1"
"C5421224","Complete Regression","OUTCOME","C5421224","1"
"C5422989","Purchased Services, Ancillary Support, Transportation, Ambulance","NONBIOLOGICAL_LOCATION","C5422989","1"
"C5424789","Contractility","BIOLOGICAL_ATTRIBUTE","C5424789","7"
"C5441444","Transfusion of blood and blood products","THERAPEUTIC_PROCEDURE","C5441444","1"
"C5441521","Complaint (finding)","SIGN_SYMPTOM","C5441521","6"
"C5441786","Impaired concentration","SIGN_SYMPTOM","C5441786","1"
"C5447168","Primary Care Physician's Office Visit","NONBIOLOGICAL_LOCATION","C5447168","1"
"C5452979","5 years","TIME","C5452979","1"
"C5539692","Peripheral lung neovascularity","SIGN_SYMPTOM","C5539692","8"
"C5543630","Posterior atrophy of corpus callosum","BIOLOGICAL_STRUCTURE","C5543630","1"
"C5544399","Nordic Walking","ACTIVITY","C5544399","1"
"C5551176","Tumor cells","DISEASE_DISORDER","C5551176","1"
"C5551904","Generalized seborrheic dermatitis of infants","DISEASE_DISORDER","C5551904","1"
"C5552803","Injected Insulin Diabetes Therapy","THERAPEUTIC_PROCEDURE","C5552803","2"
"C5554776","Cardiology Unit Visit","NONBIOLOGICAL_LOCATION","C5554776","3"
"C5554790","Pathological Diagnosis","DIAGNOSTIC_PROCEDURE","C5554790","1"
"C5555886","Biospecimen Preparation","MEDICATION","C5555886","2"
"C5556464","Gadolinium Enhancement","SIGN_SYMPTOM","C5556464","2"
"C5556542","Palliative Chemotherapy","THERAPEUTIC_PROCEDURE","C5556542","1"
"C5563317","Irregular bowel movements","SIGN_SYMPTOM","C5563317","1"
"C5566438","Lymph node level IVa","BIOLOGICAL_STRUCTURE","C5566438","1"
"C5575607","Family Support","NONBIOLOGICAL_LOCATION","C5575607","2"
"C5667489","Hyperintensity","SIGN_SYMPTOM","C5667489","1"
"C5667516","Diffusion Restriction","SIGN_SYMPTOM","C5667516","23"
"C5671018","Fluid Collection Site","SIGN_SYMPTOM","C5671018","2"
"C5676670","Reduced fetal long bone echogenicity","SIGN_SYMPTOM","C5676670","7"
"C6/C7","C6/C7","BIOLOGICAL_STRUCTURE","","1"
"CAPTEM","CAPTEM","MEDICATION","","1"
"COMBO-type self-adhesive pads","COMBO-type self-adhesive pads","THERAPEUTIC_PROCEDURE","","1"
"CT","CT","DIAGNOSTIC_PROCEDURE","","5"
"Cardiac dimensions","Cardiac dimensions","BIOLOGICAL_ATTRIBUTE","","1"
"Cheek on the right side","Cheek on the right side","AREA","","1"
"Children's Memorial Health Institute in Warsaw","Children's Memorial Health Institute in Warsaw","NONBIOLOGICAL_LOCATION","","2"
"Chronic Wound Treatment Clinic","Chronic Wound Treatment Clinic","NONBIOLOGICAL_LOCATION","","2"
"Closure of the ileostomy","Closure of the ileostomy","THERAPEUTIC_PROCEDURE","","1"
"Contractility disturbances","Contractility disturbances","SIGN_SYMPTOM","","1"
"Convamax dressing","Convamax dressing","THERAPEUTIC_PROCEDURE","","1"
"Copernicus Hospital","Copernicus Hospital","NONBIOLOGICAL_LOCATION","","1"
"Copernicus hospital","Copernicus hospital","NONBIOLOGICAL_LOCATION","","1"
"Day Unit of the Department of Cardiology, Non-Invasive Medicine Centre building, 2nd floor","Day Unit of the Department of Cardiology, Non-Invasive Medicine Centre building, 2nd floor","NONBIOLOGICAL_LOCATION","","1"
"Day Unit of the Department of Endocrinology","Day Unit of the Department of Endocrinology","NONBIOLOGICAL_LOCATION","","1"
"Day Unit of the Department of Haematology","Day Unit of the Department of Haematology","NONBIOLOGICAL_LOCATION","","1"
"Degenerative and productive changes","Degenerative and productive changes","DISEASE_DISORDER","","1"
"Department of Arterial Hypertension and Diabetology","Department of Arterial Hypertension and Diabetology","NONBIOLOGICAL_LOCATION","","8"
"Department of Arterial Hypertension and Diabetology of the University Clinical Centre","Department of Arterial Hypertension and Diabetology of the University Clinical Centre","NONBIOLOGICAL_LOCATION","","1"
"Department of Cardiology","Department of Cardiology","NONBIOLOGICAL_LOCATION","","1"
"Department of Gastroenterology of the University Clinical Centre","Department of Gastroenterology of the University Clinical Centre","NONBIOLOGICAL_LOCATION","","1"
"Department of General Surgery of the Hospital in Tczew","Department of General Surgery of the Hospital in Tczew","NONBIOLOGICAL_LOCATION","","1"
"Department of Haematology","Department of Haematology","NONBIOLOGICAL_LOCATION","","1"
"Department of Hypertension and Diabetology","Department of Hypertension and Diabetology","NONBIOLOGICAL_LOCATION","","1"
"Department of Neurology of the Non-Invasive Medicine Centre","Department of Neurology of the Non-Invasive Medicine Centre","NONBIOLOGICAL_LOCATION","","2"
"Department of Oncological, Transplant and General Surgery","Department of Oncological, Transplant and General Surgery","NONBIOLOGICAL_LOCATION","","1"
"Department of Oncology and Radiotherapy of the University Clinical Centre","Department of Oncology and Radiotherapy of the University Clinical Centre","NONBIOLOGICAL_LOCATION","","1"
"Dermovate ointment","Dermovate ointment","MEDICATION","","1"
"Dexaven","Dexaven","MEDICATION","","1"
"Dexcom CGM","Dexcom CGM","DIAGNOSTIC_PROCEDURE","","1"
"Diabetology Clinic","Diabetology Clinic","NONBIOLOGICAL_LOCATION","","4"
"Diastasis of the linea alba","Diastasis of the linea alba","DISEASE_DISORDER","","1"
"Diuver","Diuver","MEDICATION","","2"
"Doctors' Room of the Department of Arterial Hypertension and Diabetology","Doctors' Room of the Department of Arterial Hypertension and Diabetology","NONBIOLOGICAL_LOCATION","","1"
"EMA+","EMA+","LAB_VALUE","","1"
"ENE","ENE","SIGN_SYMPTOM","","1"
"EPE","EPE","SIGN_SYMPTOM","","1"
"EU-TIRADS 2","EU-TIRADS 2","LAB_VALUE","","1"
"EU-TIRADS 3","EU-TIRADS 3","LAB_VALUE","","6"
"EU-TIRADS 4","EU-TIRADS 4","LAB_VALUE","","11"
"EU-TIRADS-PL 3","EU-TIRADS-PL 3","LAB_VALUE","","1"
"Emergency thoracotomy","Emergency thoracotomy","THERAPEUTIC_PROCEDURE","","1"
"Extension beyond the anatomical boundaries of the gland","Extension beyond the anatomical boundaries of the gland","SIGN_SYMPTOM","","1"
"FLA","FLA","DIAGNOSTIC_PROCEDURE","","1"
"Focal metabolic activity","Focal metabolic activity","SIGN_SYMPTOM","","1"
"Follow-up MR of the head","Follow-up MR of the head","DIAGNOSTIC_PROCEDURE","","1"
"Fortification of the diet","Fortification of the diet","THERAPEUTIC_PROCEDURE","","1"
"Forxiga","Forxiga","MEDICATION","","2"
"Friday 10 March 2023","Friday 10 March 2023","DATE","","1"
"GRASP-VIBE","GRASP-VIBE","DIAGNOSTIC_PROCEDURE","","2"
"Gdańsk","Gdańsk","NONBIOLOGICAL_LOCATION","","1"
"Gleason 4+4","Gleason 4+4","SEVERITY","","1"
"Granugel","Granugel","MEDICATION","","6"
"Greater Poland Cancer Centre","Greater Poland Cancer Centre","NONBIOLOGICAL_LOCATION","","2"
"Greater Poland Cancer Centre in Gdańsk","Greater Poland Cancer Centre in Gdańsk","NONBIOLOGICAL_LOCATION","","1"
"Gynaecology Clinic of the University Clinical Centre","Gynaecology Clinic of the University Clinical Centre","NONBIOLOGICAL_LOCATION","","1"
"HRCT","HRCT","DIAGNOSTIC_PROCEDURE","","1"
"Haematology Day Unit","Haematology Day Unit","NONBIOLOGICAL_LOCATION","","1"
"High-grade tumour budding","High-grade tumour budding","SIGN_SYMPTOM","","1"
